fir_narrative,district,police_station,crime_location_type,date_of_crime,time_of_crime,day_of_week,season,reported_by,victim_gender,victim_age,accused_gender,accused_age,weapon_used,vehicle_involved,num_accused,relationship,ipc_section,crime_category,FIR_Quality_Score,Completeness,Consistency,Relevance
A local resident was found murdered in a highway under mysterious circumstances.,Bikaner,Station C,highway,2025-02-18,14:36:05,Tuesday,Winter,Victim,Female,43,Female,39,knife,scooter,4,Acquaintance,IPC 302 (Murder),Murder,0.91,0.0,0.0,0.9085416197776794
A theft was reported where items were stolen from a market.,Beawar,Station C,market,2025-04-15,21:59:14,Tuesday,Summer,Relative,Other,60,Female,65,gun,bike,5,Friend,IPC 379 (Theft),Theft,1.36,0.0,0.0,1.3614492416381836
The victim was robbed at gunpoint while returning home from work.,Tonk,Station A,bus stop,2024-06-27,23:00:42,Thursday,Summer,Relative,Male,34,Male,19,gun,auto,4,Acquaintance,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
The victim reported being sexually assaulted by a Stranger in a park.,Beawar,Station C,park,2024-11-06,15:32:29,Wednesday,Spring,Victim,Female,62,Female,27,knife,auto,1,Stranger,IPC 376 (Rape),Rape,0.91,0.0,0.0,0.9094938039779663
Unknown suspects broke into a residential area and stole valuables.,Karauli,Station A,residential area,2025-01-24,04:23:14,Friday,Monsoon,Eyewitness,Female,28,Female,40,gun,bike,5,Friend,IPC 379 (Theft),Theft,1.14,0.0,0.0,1.1382177472114563
Eyewitnesses reported a fatal altercation involving a bare hands near the market.,Bhilwara,Station B,market,2024-11-02,10:34:12,Saturday,Monsoon,Relative,Other,60,Other,39,bare hands,auto,4,Stranger,IPC 302 (Murder),Murder,0.97,0.0,0.0,0.9717375040054321
The accused forcefully snatched the victim's belongings and fled on a auto.,Jhunjhunu,Station B,highway,2025-03-02,16:37:28,Sunday,Spring,Eyewitness,Female,65,Female,60,gun,auto,1,Friend,IPC 392 (Robbery),Robbery,0.85,0.0,0.0,0.8491199612617493
Police received a report of assault involving two individuals at a residential area.,Bhilwara,Station B,residential area,2024-06-22,03:35:15,Saturday,Monsoon,Victim,Other,25,Male,49,knife,car,4,Stranger,IPC 323 (Assault),Assault,1.18,0.0,0.0,1.1789687275886536
"A heated argument turned violent at the school, injuring one person.",Deeg,Station C,school,2024-07-23,10:25:48,Tuesday,Spring,Relative,Female,60,Male,29,bare hands,auto,2,Friend,IPC 323 (Assault),Assault,0.69,0.0,0.0,0.6881597936153412
Unknown suspects broke into a school and stole valuables.,Phalodi,Station C,school,2025-02-03,09:01:50,Monday,Spring,Victim,Other,16,Other,56,knife,car,5,Neighbor,IPC 379 (Theft),Theft,0.89,0.0,0.0,0.8891729414463043
"A violent brawl broke out at a bus stop, leading to serious injuries.",Jhunjhunu,Station A,bus stop,2025-02-23,16:18:04,Sunday,Monsoon,Police,Female,55,Other,40,stick,auto,1,Stranger,IPC 323 (Assault),Assault,0.81,0.0,0.0,0.808120608329773
The body of the victim was discovered at a market with signs of struggle.,Sri Ganganagar,Station C,market,2025-01-31,08:31:11,Friday,Monsoon,Police,Other,12,Male,15,stick,car,3,Acquaintance,IPC 302 (Murder),Murder,0.87,0.0,0.0,0.8729285001754761
Eyewitnesses reported a fatal altercation involving a stick near the bus stop.,Pali,Station B,bus stop,2025-02-17,04:58:49,Monday,Summer,Eyewitness,Female,56,Female,16,stick,car,5,Relative,IPC 302 (Murder),Murder,0.85,0.0,0.0,0.8508493602275848
A rape case was registered involving a Stranger in an isolated bus stop.,Bhilwara,Station C,bus stop,2024-10-31,02:50:21,Thursday,Winter,Eyewitness,Other,68,Other,51,knife,scooter,1,Stranger,IPC 376 (Rape),Rape,1.38,0.0,0.0,1.3831079006195068
Unknown suspects broke into a school and stole valuables.,Tonk,Station A,school,2024-06-03,03:36:30,Monday,Winter,Police,Male,35,Male,26,stick,scooter,2,Friend,IPC 379 (Theft),Theft,0.89,0.0,0.0,0.8891729414463043
The victim’s vehicle was broken into and items were stolen.,Phalodi,Station B,market,2024-07-12,04:30:10,Friday,Winter,Relative,Male,52,Other,67,bare hands,bike,2,Neighbor,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
"A heated argument turned violent at the market, injuring one person.",Beawar,Station B,market,2024-06-09,22:50:02,Sunday,Spring,Eyewitness,Female,16,Female,35,bare hands,auto,3,Relative,IPC 323 (Assault),Assault,0.64,0.0,0.0,0.63853320479393
A rape case was registered involving a Relative in an isolated residential area.,Jaisalmer,Station A,residential area,2024-12-23,10:38:21,Monday,Monsoon,Police,Male,58,Male,29,bare hands,bike,3,Relative,IPC 376 (Rape),Rape,1.48,0.0,0.0,1.4788570404052734
"A heated argument turned violent at the residential area, injuring one person.",Phalodi,Station B,residential area,2024-08-18,06:04:04,Sunday,Winter,Police,Other,13,Female,52,stick,bike,5,Relative,IPC 323 (Assault),Assault,0.92,0.0,0.0,0.9247208833694458
The victim was robbed at gunpoint while returning home from work.,Khairthal-Tijara,Station C,highway,2024-12-08,11:12:51,Sunday,Summer,Victim,Female,59,Other,69,bare hands,scooter,3,Neighbor,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
The accused forcibly entered the victim’s home and committed the crime.,Jaisalmer,Station A,school,2025-03-31,20:08:30,Monday,Spring,Eyewitness,Female,32,Other,30,bare hands,scooter,1,Acquaintance,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
The accused forcefully snatched the victim's belongings and fled on a scooter.,Tonk,Station B,park,2024-07-23,23:16:20,Tuesday,Spring,Police,Male,59,Female,65,bare hands,scooter,4,Neighbor,IPC 392 (Robbery),Robbery,0.74,0.0,0.0,0.7399566471576691
"A violent brawl broke out at a park, leading to serious injuries.",Sri Ganganagar,Station B,park,2024-10-24,19:55:13,Thursday,Winter,Victim,Male,49,Female,31,knife,bike,4,Stranger,IPC 323 (Assault),Assault,0.86,0.0,0.0,0.8555434942245483
The victim was attacked and killed using a stick at a residential area.,Bundi,Station C,residential area,2024-12-15,00:21:08,Sunday,Spring,Relative,Female,22,Female,30,stick,car,5,Stranger,IPC 302 (Murder),Murder,1.4,0.0,0.0,1.3996301293373108
The accused forcefully snatched the victim's belongings and fled on a car.,Udaipur,Station B,bus stop,2024-06-13,07:40:34,Thursday,Winter,Relative,Male,70,Male,17,stick,car,1,Relative,IPC 392 (Robbery),Robbery,0.78,0.0,0.0,0.7772024273872375
Robbers stormed a house and made away with cash and gold.,Jhunjhunu,Station C,school,2024-07-05,10:46:32,Friday,Spring,Victim,Male,44,Male,70,gun,scooter,4,Neighbor,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
"A heated argument turned violent at the school, injuring one person.",Khairthal-Tijara,Station C,school,2025-01-28,13:23:32,Tuesday,Monsoon,Relative,Male,35,Female,27,gun,auto,4,Acquaintance,IPC 323 (Assault),Assault,0.69,0.0,0.0,0.6881597936153412
Robbers stormed a house and made away with cash and gold.,Jalore,Station C,park,2024-07-21,03:12:44,Sunday,Monsoon,Victim,Other,19,Other,43,stick,auto,5,Neighbor,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
The victim’s vehicle was broken into and items were stolen.,Jaipur,Station B,market,2024-09-01,07:12:43,Sunday,Summer,Victim,Other,31,Female,19,bare hands,scooter,1,Relative,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
The accused used a stick to fatally wound the victim at their residence.,Salumbar,Station A,school,2025-01-31,05:21:48,Friday,Summer,Victim,Female,45,Male,17,stick,auto,3,Relative,IPC 302 (Murder),Murder,1.08,0.0,0.0,1.080114483833313
The accused physically assaulted the victim using a stick at a bus stop.,Bharatpur,Station B,bus stop,2024-11-12,17:20:52,Tuesday,Monsoon,Victim,Other,11,Male,68,stick,car,1,Neighbor,IPC 323 (Assault),Assault,0.71,0.0,0.0,0.7102152407169342
The victim was abducted and raped in a moving vehicle by unknown individuals.,Jhalawar,Station A,market,2024-10-31,23:33:14,Thursday,Monsoon,Eyewitness,Other,67,Male,22,stick,auto,1,Acquaintance,IPC 376 (Rape),Rape,1.08,0.0,0.0,1.0808066725730896
The victim reported being sexually assaulted by a Neighbor in a market.,Dungarpur,Station C,market,2025-01-22,23:16:40,Wednesday,Monsoon,Victim,Male,79,Female,36,gun,car,5,Neighbor,IPC 376 (Rape),Rape,0.95,0.0,0.0,0.9488970637321472
Pickpocketing occurred in a crowded residential area.,Rajsamand,Station A,residential area,2024-09-09,11:02:55,Monday,Monsoon,Victim,Other,17,Female,37,knife,bike,1,Neighbor,IPC 379 (Theft),Theft,0.91,0.0,0.0,0.9088332653045654
A local resident was found murdered in a bus stop under mysterious circumstances.,Hanumangarh,Station B,bus stop,2025-02-21,14:37:11,Friday,Summer,Police,Other,59,Female,23,knife,scooter,4,Relative,IPC 302 (Murder),Murder,0.96,0.0,0.0,0.9584812223911285
The body of the victim was discovered at a park with signs of struggle.,Kota,Station A,park,2025-03-26,01:42:03,Wednesday,Monsoon,Relative,Male,65,Female,69,stick,auto,5,Stranger,IPC 302 (Murder),Murder,0.8,0.0,0.0,0.8012655973434448
Robbers stormed a house and made away with cash and gold.,Deeg,Station B,residential area,2024-12-11,01:14:47,Wednesday,Winter,Police,Male,80,Other,33,gun,scooter,3,Stranger,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
A theft was reported where items were stolen from a residential area.,Sri Ganganagar,Station B,residential area,2025-01-12,19:24:44,Sunday,Spring,Police,Female,61,Male,43,knife,bike,5,Stranger,IPC 379 (Theft),Theft,1.42,0.0,0.0,1.420541524887085
The body of the victim was discovered at a market with signs of struggle.,Bikaner,Station B,market,2024-07-22,10:32:59,Monday,Winter,Victim,Other,29,Male,53,bare hands,bike,2,Stranger,IPC 302 (Murder),Murder,0.87,0.0,0.0,0.8729285001754761
The accused forcibly entered the victim’s home and committed the crime.,Hanumangarh,Station C,highway,2025-04-09,10:46:43,Wednesday,Spring,Victim,Male,23,Other,62,stick,bike,5,Friend,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
The victim was attacked and killed using a gun at a park.,Rajsamand,Station C,park,2024-08-03,21:04:44,Saturday,Summer,Relative,Female,78,Male,59,gun,auto,2,Stranger,IPC 302 (Murder),Murder,1.29,0.0,0.0,1.286775827407837
A local resident was found murdered in a park under mysterious circumstances.,Hanumangarh,Station C,park,2025-01-07,05:54:47,Tuesday,Winter,Relative,Other,15,Male,50,stick,auto,4,Stranger,IPC 302 (Murder),Murder,1.0,0.0,0.0,0.9976097345352173
"A heated argument turned violent at the park, injuring one person.",Phalodi,Station A,park,2025-04-22,19:20:05,Tuesday,Spring,Relative,Male,19,Male,44,stick,scooter,1,Neighbor,IPC 323 (Assault),Assault,0.78,0.0,0.0,0.7775819599628448
A gang of masked robbers looted a store at a market.,Sikar,Station C,market,2024-11-19,10:55:37,Tuesday,Monsoon,Police,Other,55,Female,26,stick,car,4,Acquaintance,IPC 392 (Robbery),Robbery,1.07,0.0,0.0,1.0719397366046906
The accused physically assaulted the victim using a gun at a residential area.,Dausa,Station C,residential area,2024-12-07,13:52:24,Saturday,Summer,Victim,Other,67,Other,16,gun,bike,4,Neighbor,IPC 323 (Assault),Assault,1.01,0.0,0.0,1.0143404603004456
The accused forcibly entered the victim’s home and committed the crime.,Jhunjhunu,Station C,bus stop,2024-12-12,02:59:47,Thursday,Winter,Eyewitness,Female,38,Other,38,knife,bike,1,Neighbor,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
Pickpocketing occurred in a crowded bus stop.,Dholpur,Station C,bus stop,2025-04-30,11:12:48,Wednesday,Summer,Eyewitness,Male,26,Other,23,bare hands,car,5,Neighbor,IPC 379 (Theft),Theft,0.76,0.0,0.0,0.762970894575119
"A heated argument turned violent at the school, injuring one person.",Alwar,Station A,school,2024-09-16,04:57:03,Monday,Monsoon,Victim,Male,52,Other,35,gun,car,1,Acquaintance,IPC 323 (Assault),Assault,0.69,0.0,0.0,0.6881597936153412
"An armed robbery took place at a school, threatening the occupants.",Jhalawar,Station C,school,2025-02-24,03:23:13,Monday,Winter,Victim,Female,22,Other,68,knife,car,1,Neighbor,IPC 392 (Robbery),Robbery,1.15,0.0,0.0,1.1535313725471497
The victim was robbed at gunpoint while returning home from work.,Bikaner,Station C,park,2024-10-10,20:33:27,Thursday,Summer,Victim,Other,51,Male,42,knife,car,3,Neighbor,IPC 392 (Robbery),Robbery,1.2,0.0,0.0,1.2045089900493622
"A violent brawl broke out at a market, leading to serious injuries.",Sikar,Station A,market,2024-08-02,18:01:57,Friday,Winter,Police,Female,47,Male,62,stick,car,1,Relative,IPC 323 (Assault),Assault,0.79,0.0,0.0,0.79172283411026
"A heated argument turned violent at the school, injuring one person.",Sirohi,Station A,school,2024-10-21,09:04:23,Monday,Summer,Victim,Female,50,Other,30,stick,auto,1,Stranger,IPC 323 (Assault),Assault,0.69,0.0,0.0,0.6881597936153412
The victim was attacked from behind with a gun at a park.,Alwar,Station A,park,2024-08-22,15:49:54,Thursday,Summer,Relative,Female,43,Other,40,gun,car,1,Neighbor,IPC 323 (Assault),Assault,0.88,0.0,0.0,0.8772813677787781
The accused physically assaulted the victim using a stick at a residential area.,Sikar,Station C,residential area,2024-11-19,00:38:49,Tuesday,Summer,Victim,Other,62,Other,44,stick,bike,5,Friend,IPC 323 (Assault),Assault,0.9,0.0,0.0,0.8960457444190979
Robbers stormed a house and made away with cash and gold.,Bharatpur,Station A,market,2024-10-03,02:18:26,Thursday,Spring,Relative,Male,10,Female,63,bare hands,bike,4,Stranger,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
Pickpocketing occurred in a crowded highway.,Banswara,Station A,highway,2025-03-16,01:32:44,Sunday,Summer,Victim,Female,19,Other,59,gun,bike,4,Friend,IPC 379 (Theft),Theft,0.76,0.0,0.0,0.7600108981132507
Robbers stormed a house and made away with cash and gold.,Beawar,Station C,highway,2024-10-05,03:41:02,Saturday,Monsoon,Eyewitness,Other,48,Male,52,gun,bike,1,Stranger,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
A gang of masked robbers looted a store at a highway.,Karauli,Station C,highway,2025-03-23,15:50:34,Sunday,Monsoon,Police,Male,37,Other,53,bare hands,bike,5,Neighbor,IPC 392 (Robbery),Robbery,0.98,0.0,0.0,0.9794159531593323
Eyewitnesses reported a fatal altercation involving a gun near the residential area.,Jalore,Station A,residential area,2025-04-27,15:27:06,Sunday,Spring,Victim,Female,36,Female,34,gun,auto,5,Neighbor,IPC 302 (Murder),Murder,1.2,0.0,0.0,1.2000762820243835
Pickpocketing occurred in a crowded residential area.,Pali,Station A,residential area,2025-05-17,08:20:19,Saturday,Winter,Police,Other,47,Other,33,stick,car,3,Neighbor,IPC 379 (Theft),Theft,0.91,0.0,0.0,0.9088332653045654
Eyewitnesses reported a fatal altercation involving a knife near the residential area.,Alwar,Station C,residential area,2025-04-13,15:52:51,Sunday,Summer,Victim,Female,48,Male,52,knife,auto,1,Neighbor,IPC 302 (Murder),Murder,1.14,0.0,0.0,1.1363155245780945
The victim was attacked from behind with a stick at a residential area.,Kota,Station B,residential area,2025-01-20,21:08:43,Monday,Spring,Police,Female,43,Male,33,stick,bike,5,Friend,IPC 323 (Assault),Assault,0.93,0.0,0.0,0.930401086807251
The body of the victim was discovered at a highway with signs of struggle.,Sawai Madhopur,Station A,highway,2024-08-10,23:55:31,Saturday,Summer,Victim,Other,45,Other,20,bare hands,bike,4,Acquaintance,IPC 302 (Murder),Murder,0.7,0.0,0.0,0.6960923373699188
The victim was attacked from behind with a gun at a park.,Dungarpur,Station A,park,2024-08-03,22:39:01,Saturday,Summer,Relative,Male,10,Other,55,gun,scooter,2,Friend,IPC 323 (Assault),Assault,0.88,0.0,0.0,0.8772813677787781
The victim’s vehicle was broken into and items were stolen.,Dungarpur,Station A,highway,2024-06-06,10:14:06,Thursday,Spring,Relative,Male,31,Other,62,stick,auto,3,Stranger,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
A theft was reported where items were stolen from a highway.,Bikaner,Station A,highway,2024-12-07,15:08:08,Saturday,Spring,Police,Other,69,Male,39,gun,bike,5,Stranger,IPC 379 (Theft),Theft,1.34,0.0,0.0,1.3367257118225098
The victim was attacked from behind with a knife at a park.,Deeg,Station C,park,2024-12-04,12:12:36,Wednesday,Summer,Police,Male,40,Male,50,knife,car,1,Friend,IPC 323 (Assault),Assault,0.84,0.0,0.0,0.8399991095066071
Robbers stormed a house and made away with cash and gold.,Sri Ganganagar,Station A,market,2025-05-16,05:15:54,Friday,Summer,Relative,Male,43,Female,27,knife,auto,3,Neighbor,IPC 392 (Robbery),Robbery,1.0,0.0,0.0,1.004294514656067
The victim’s vehicle was broken into and items were stolen.,Phalodi,Station A,bus stop,2025-05-19,04:19:51,Monday,Summer,Police,Male,58,Female,54,gun,auto,4,Relative,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
A theft was reported where items were stolen from a school.,Jalore,Station A,school,2024-09-25,03:04:24,Wednesday,Winter,Police,Male,33,Female,66,gun,bike,4,Neighbor,IPC 379 (Theft),Theft,1.14,0.0,0.0,1.142613708972931
A gang of masked robbers looted a store at a highway.,Khairthal-Tijara,Station C,highway,2024-06-22,22:24:02,Saturday,Winter,Police,Female,57,Female,62,knife,car,4,Stranger,IPC 392 (Robbery),Robbery,0.98,0.0,0.0,0.9794159531593323
The victim’s vehicle was broken into and items were stolen.,Kotputli-Behror,Station B,market,2024-07-15,05:40:57,Monday,Spring,Police,Other,64,Male,56,stick,auto,1,Acquaintance,IPC 379 (Theft),Theft,1.15,0.0,0.0,1.1471603214740753
The accused forcefully snatched the victim's belongings and fled on a scooter.,Deeg,Station A,school,2024-10-26,16:08:28,Saturday,Monsoon,Police,Female,24,Female,35,gun,scooter,4,Stranger,IPC 392 (Robbery),Robbery,0.74,0.0,0.0,0.7399566471576691
The accused forcibly entered the victim’s home and committed the crime.,Nagaur,Station B,school,2024-10-26,02:50:23,Saturday,Monsoon,Relative,Other,20,Male,41,stick,bike,1,Acquaintance,IPC 376 (Rape),Rape,1.05,0.0,0.0,1.0499506294727325
The victim reported being sexually assaulted by a Relative in a park.,Bharatpur,Station B,park,2024-07-05,17:51:40,Friday,Spring,Relative,Male,10,Other,69,bare hands,auto,1,Relative,IPC 376 (Rape),Rape,0.88,0.0,0.0,0.8767905235290527
Unknown suspects broke into a highway and stole valuables.,Pali,Station C,highway,2025-05-12,01:16:29,Monday,Monsoon,Police,Other,76,Female,53,gun,bike,1,Neighbor,IPC 379 (Theft),Theft,0.87,0.0,0.0,0.8696705102920532
A gang of masked robbers looted a store at a bus stop.,Banswara,Station B,bus stop,2025-01-21,21:52:46,Tuesday,Monsoon,Relative,Female,45,Female,70,knife,bike,5,Friend,IPC 392 (Robbery),Robbery,1.05,0.0,0.0,1.0456640124320984
